SLCE3.SA;EQTL3.SA
18.75;33.720001220703125
18.809999465942383;33.40999984741211
19.350000381469727;33.9900016784668
19.854999542236328;34.40999984741211
19.459999084472656;34.25
19.19499969482422;34.25
18.889999389648438;34.060001373291016
18.940000534057617;34.54999923706055
18.614999771118164;34.880001068115234
18.0;34.7400016784668
18.260000228881836;34.630001068115234
18.864999771118164;34.529998779296875
18.799999237060547;34.15999984741211
18.84000015258789;34.060001373291016
18.8799991607666;34.16999816894531
19.020000457763672;34.0
18.80500030517578;34.459999084472656
18.75;34.0
19.25;34.220001220703125
19.34000015258789;34.25
19.5;34.130001068115234
19.424999237060547;34.09000015258789
19.264999389648438;34.5
18.559999465942383;34.709999084472656
18.90999984741211;34.290000915527344
18.639999389648438;34.5
18.8700008392334;34.779998779296875
18.489999771118164;35.31999969482422
18.6200008392334;35.290000915527344
18.920000076293945;35.209999084472656
18.940000534057617;35.209999084472656
18.989999771118164;35.47999954223633
18.81999969482422;35.720001220703125
18.350000381469727;35.0
